Date,Year,Month,Week,Disease,Cases,URL,Country
2022-12-03,2022,,48,Pertussis,21,https://wonder.cdc.gov/nndss/static/2022/48/2022-48-table1z.html,US
2022-12-10,2022,,49,Pertussis,40,https://wonder.cdc.gov/nndss/static/2022/49/2022-49-table1z.html,US
2022-12-17,2022,,50,Pertussis,32,https://wonder.cdc.gov/nndss/static/2022/50/2022-50-table1z.html,US
2022-12-24,2022,,51,Pertussis,37,https://wonder.cdc.gov/nndss/static/2022/51/2022-51-table1z.html,US
2022-12-31,2022,,52,Pertussis,3,https://wonder.cdc.gov/nndss/static/2022/52/2022-52-table1z.html,US
2023-01-07,2023,,1,Pertussis,18,https://wonder.cdc.gov/nndss/static/2023/01/2023-01-table990.html,US
2023-01-14,2023,,2,Pertussis,15,https://wonder.cdc.gov/nndss/static/2023/02/2023-02-table990.html,US
2023-01-21,2023,,3,Pertussis,36,https://wonder.cdc.gov/nndss/static/2023/03/2023-03-table990.html,US
2023-01-28,2023,,4,Pertussis,29,https://wonder.cdc.gov/nndss/static/2023/04/2023-04-table990.html,US
2023-02-04,2023,,5,Pertussis,35,https://wonder.cdc.gov/nndss/static/2023/05/2023-05-table990.html,US
2023-02-18,2023,,7,Pertussis,33,https://wonder.cdc.gov/nndss/static/2023/07/2023-07-table990.html,US
2023-02-25,2023,,8,Pertussis,41,https://wonder.cdc.gov/nndss/static/2023/08/2023-08-table990.html,US
2023-03-04,2023,,9,Pertussis,58,https://wonder.cdc.gov/nndss/static/2023/09/2023-09-table990.html,US
2023-03-11,2023,,10,Pertussis,52,https://wonder.cdc.gov/nndss/static/2023/10/2023-10-table990.html,US
2023-03-18,2023,,11,Pertussis,44,https://wonder.cdc.gov/nndss/static/2023/11/2023-11-table990.html,US
2023-03-25,2023,,12,Pertussis,53,https://wonder.cdc.gov/nndss/static/2023/12/2023-12-table990.html,US
2023-04-01,2023,,13,Pertussis,43,https://wonder.cdc.gov/nndss/static/2023/13/2023-13-table990.html,US
2023-04-08,2023,,14,Pertussis,53,https://wonder.cdc.gov/nndss/static/2023/14/2023-14-table990.html,US
2023-04-15,2023,,15,Pertussis,26,https://wonder.cdc.gov/nndss/static/2023/15/2023-15-table990.html,US
2023-04-22,2023,,16,Pertussis,33,https://wonder.cdc.gov/nndss/static/2023/16/2023-16-table990.html,US
2023-04-29,2023,,17,Pertussis,23,https://wonder.cdc.gov/nndss/static/2023/17/2023-17-table990.html,US
2023-05-06,2023,,18,Pertussis,36,https://wonder.cdc.gov/nndss/static/2023/18/2023-18-table990.html,US
2023-05-13,2023,,19,Pertussis,59,https://wonder.cdc.gov/nndss/static/2023/19/2023-19-table990.html,US
2023-05-20,2023,,20,Pertussis,31,https://wonder.cdc.gov/nndss/static/2023/20/2023-20-table990.html,US
2023-05-27,2023,,21,Pertussis,41,https://wonder.cdc.gov/nndss/static/2023/21/2023-21-table990.html,US
2023-06-03,2023,,22,Pertussis,38,https://wonder.cdc.gov/nndss/static/2023/22/2023-22-table990.html,US
2023-06-10,2023,,23,Pertussis,49,https://wonder.cdc.gov/nndss/static/2023/23/2023-23-table990.html,US
2023-06-17,2023,,24,Pertussis,72,https://wonder.cdc.gov/nndss/static/2023/24/2023-24-table990.html,US
2023-06-24,2023,,25,Pertussis,51,https://wonder.cdc.gov/nndss/static/2023/25/2023-25-table990.html,US
2023-07-01,2023,,26,Pertussis,34,https://wonder.cdc.gov/nndss/static/2023/26/2023-26-table990.html,US
2023-07-08,2023,,27,Pertussis,31,https://wonder.cdc.gov/nndss/static/2023/27/2023-27-table990.html,US
2023-07-15,2023,,28,Pertussis,40,https://wonder.cdc.gov/nndss/static/2023/28/2023-28-table990.html,US
2023-07-22,2023,,29,Pertussis,56,https://wonder.cdc.gov/nndss/static/2023/29/2023-29-table990.html,US
2023-07-29,2023,,30,Pertussis,38,https://wonder.cdc.gov/nndss/static/2023/30/2023-30-table990.html,US
2023-08-05,2023,,31,Pertussis,58,https://wonder.cdc.gov/nndss/static/2023/31/2023-31-table990.html,US
2023-08-12,2023,,32,Pertussis,40,https://wonder.cdc.gov/nndss/static/2023/32/2023-32-table990.html,US
2023-08-19,2023,,33,Pertussis,34,https://wonder.cdc.gov/nndss/static/2023/33/2023-33-table990.html,US
2023-08-26,2023,,34,Pertussis,27,https://wonder.cdc.gov/nndss/static/2023/34/2023-34-table990.html,US
2023-09-02,2023,,35,Pertussis,48,https://wonder.cdc.gov/nndss/static/2023/35/2023-35-table990.html,US
2023-09-09,2023,,36,Pertussis,38,https://wonder.cdc.gov/nndss/static/2023/36/2023-36-table990.html,US
2023-09-16,2023,,37,Pertussis,28,https://wonder.cdc.gov/nndss/static/2023/37/2023-37-table990.html,US
2023-09-23,2023,,38,Pertussis,42,https://wonder.cdc.gov/nndss/static/2023/38/2023-38-table990.html,US
2023-09-30,2023,,39,Pertussis,40,https://wonder.cdc.gov/nndss/static/2023/39/2023-39-table990.html,US
2023-10-07,2023,,40,Pertussis,46,https://wonder.cdc.gov/nndss/static/2023/40/2023-40-table990.html,US
2023-10-14,2023,,41,Pertussis,37,https://wonder.cdc.gov/nndss/static/2023/41/2023-41-table990.html,US
2023-10-21,2023,,42,Pertussis,40,https://wonder.cdc.gov/nndss/static/2023/42/2023-42-table990.html,US
2023-10-28,2023,,43,Pertussis,65,https://wonder.cdc.gov/nndss/static/2023/43/2023-43-table990.html,US
2023-11-04,2023,,44,Pertussis,62,https://wonder.cdc.gov/nndss/static/2023/44/2023-44-table990.html,US
2023-11-11,2023,,45,Pertussis,100,https://wonder.cdc.gov/nndss/static/2023/45/2023-45-table990.html,US
2023-11-18,2023,,46,Pertussis,91,https://wonder.cdc.gov/nndss/static/2023/46/2023-46-table990.html,US
2023-11-25,2023,,47,Pertussis,55,https://wonder.cdc.gov/nndss/static/2023/47/2023-47-table990.html,US
2023-12-02,2023,,48,Pertussis,90,https://wonder.cdc.gov/nndss/static/2023/48/2023-48-table990.html,US
2023-12-09,2023,,49,Pertussis,105,https://wonder.cdc.gov/nndss/static/2023/49/2023-49-table990.html,US
2023-12-16,2023,,50,Pertussis,137,https://wonder.cdc.gov/nndss/static/2023/50/2023-50-table990.html,US
2023-12-23,2023,,51,Pertussis,128,https://wonder.cdc.gov/nndss/static/2023/51/2023-51-table990.html,US
2023-12-30,2023,,52,Pertussis,5,https://wonder.cdc.gov/nndss/static/2023/52/2023-52-table990.html,US
2024-01-06,2024,,1,Pertussis,39,https://wonder.cdc.gov/nndss/static/2024/01/2024-01-table990.html,US
2024-01-13,2024,,2,Pertussis,72,https://wonder.cdc.gov/nndss/static/2024/02/2024-02-table990.html,US
2024-01-20,2024,,3,Pertussis,80,https://wonder.cdc.gov/nndss/static/2024/03/2024-03-table990.html,US
2024-01-27,2024,,4,Pertussis,97,https://wonder.cdc.gov/nndss/static/2024/04/2024-04-table990.html,US
2024-02-03,2024,,5,Pertussis,84,https://wonder.cdc.gov/nndss/static/2024/05/2024-05-table990.html,US
2024-02-10,2024,,6,Pertussis,86,https://wonder.cdc.gov/nndss/static/2024/06/2024-06-table990.html,US
2024-02-17,2024,,7,Pertussis,73,https://wonder.cdc.gov/nndss/static/2024/07/2024-07-table990.html,US
2024-02-24,2024,,8,Pertussis,64,https://wonder.cdc.gov/nndss/static/2024/08/2024-08-table990.html,US
2024-03-02,2024,,9,Pertussis,80,https://wonder.cdc.gov/nndss/static/2024/09/2024-09-table990.html,US
,2015,,1,Pertussis,10,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=479,JP
,2015,,2,Pertussis,26,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=478,JP
,2015,,3,Pertussis,23,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=477,JP
,2015,,4,Pertussis,23,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=476,JP
,2015,,5,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=475,JP
,2015,,6,Pertussis,41,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=474,JP
,2015,,7,Pertussis,20,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=473,JP
,2015,,8,Pertussis,29,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=472,JP
,2015,,9,Pertussis,20,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=471,JP
,2015,,10,Pertussis,34,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=470,JP
,2015,,11,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=469,JP
,2015,,12,Pertussis,30,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=468,JP
,2015,,13,Pertussis,39,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=467,JP
,2015,,14,Pertussis,37,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=466,JP
2015-04-12,2015,,15,Pertussis,46,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=465,JP
2015-04-19,2015,,16,Pertussis,42,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=464,JP
2015-04-26,2015,,17,Pertussis,48,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=463,JP
2015-05-03,2015,,18,Pertussis,70,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=462,JP
2015-05-10,2015,,19,Pertussis,30,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=461,JP
2015-05-17,2015,,20,Pertussis,62,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=460,JP
2015-05-24,2015,,21,Pertussis,53,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=459,JP
2015-05-31,2015,,22,Pertussis,65,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=458,JP
2015-06-07,2015,,23,Pertussis,88,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=457,JP
2015-06-14,2015,,24,Pertussis,67,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=456,JP
2015-06-21,2015,,25,Pertussis,67,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=455,JP
2015-06-28,2015,,26,Pertussis,73,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=454,JP
2015-07-05,2015,,27,Pertussis,92,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=453,JP
2015-07-12,2015,,28,Pertussis,66,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=452,JP
2015-07-19,2015,,29,Pertussis,74,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=451,JP
2015-07-26,2015,,30,Pertussis,57,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=450,JP
2015-08-02,2015,,31,Pertussis,72,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=449,JP
2015-08-09,2015,,32,Pertussis,71,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=448,JP
2015-08-16,2015,,33,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=447,JP
2015-08-23,2015,,34,Pertussis,47,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=446,JP
2015-08-30,2015,,35,Pertussis,70,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=445,JP
2015-09-06,2015,,36,Pertussis,66,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=444,JP
2015-09-13,2015,,37,Pertussis,69,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=443,JP
2015-09-20,2015,,38,Pertussis,67,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=442,JP
2015-09-27,2015,,39,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=441,JP
2015-10-04,2015,,40,Pertussis,42,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=440,JP
2015-10-11,2015,,41,Pertussis,56,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=439,JP
2015-10-18,2015,,42,Pertussis,54,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=438,JP
2015-10-25,2015,,43,Pertussis,74,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=437,JP
2015-11-01,2015,,44,Pertussis,56,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=436,JP
2015-11-08,2015,,45,Pertussis,60,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=435,JP
2015-11-15,2015,,46,Pertussis,74,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=434,JP
2015-11-22,2015,,47,Pertussis,68,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=433,JP
2015-11-29,2015,,48,Pertussis,59,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=432,JP
2015-12-06,2015,,49,Pertussis,46,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=431,JP
2015-12-13,2015,,50,Pertussis,32,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=430,JP
2015-12-20,2015,,51,Pertussis,48,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=429,JP
2015-12-27,2015,,52,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=428,JP
2015-01-03,2015,,53,Pertussis,17,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=427,JP
2016-01-10,2016,,1,Pertussis,41,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=426,JP
2016-01-17,2016,,2,Pertussis,37,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=425,JP
2016-01-24,2016,,3,Pertussis,54,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=424,JP
2016-01-31,2016,,4,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=423,JP
2016-02-07,2016,,5,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=422,JP
2016-02-14,2016,,6,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=421,JP
2016-02-21,2016,,7,Pertussis,36,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=420,JP
2016-02-28,2016,,8,Pertussis,37,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=419,JP
2016-03-06,2016,,9,Pertussis,29,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=418,JP
2016-03-13,2016,,10,Pertussis,41,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=417,JP
2016-03-20,2016,,11,Pertussis,36,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=416,JP
2016-03-27,2016,,12,Pertussis,20,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=415,JP
2016-04-03,2016,,13,Pertussis,44,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=414,JP
2016-04-10,2016,,14,Pertussis,46,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=413,JP
2016-04-17,2016,,15,Pertussis,48,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=412,JP
2016-04-24,2016,,16,Pertussis,56,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=411,JP
2016-05-01,2016,,17,Pertussis,55,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=410,JP
2016-05-08,2016,,18,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=409,JP
2016-05-15,2016,,19,Pertussis,67,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=408,JP
2016-05-22,2016,,20,Pertussis,65,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=407,JP
2016-05-29,2016,,21,Pertussis,70,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=406,JP
2016-06-05,2016,,22,Pertussis,82,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=405,JP
2016-06-12,2016,,23,Pertussis,104,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=404,JP
2016-06-19,2016,,24,Pertussis,99,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=403,JP
2016-06-26,2016,,25,Pertussis,101,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=402,JP
2016-07-03,2016,,26,Pertussis,72,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=401,JP
2016-07-10,2016,,27,Pertussis,96,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=400,JP
2016-07-17,2016,,28,Pertussis,71,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=399,JP
2016-07-24,2016,,29,Pertussis,75,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=398,JP
2016-07-31,2016,,30,Pertussis,90,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=397,JP
2016-08-07,2016,,31,Pertussis,73,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=396,JP
2016-08-14,2016,,32,Pertussis,48,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=395,JP
2016-08-21,2016,,33,Pertussis,53,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=394,JP
2016-08-28,2016,,34,Pertussis,59,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=393,JP
2016-09-04,2016,,35,Pertussis,80,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=392,JP
2016-09-11,2016,,36,Pertussis,86,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=391,JP
2016-09-18,2016,,37,Pertussis,69,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=390,JP
2016-09-25,2016,,38,Pertussis,50,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=389,JP
2016-10-02,2016,,39,Pertussis,80,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=388,JP
2016-10-09,2016,,40,Pertussis,65,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=387,JP
2016-10-16,2016,,41,Pertussis,57,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=386,JP
2016-10-23,2016,,42,Pertussis,74,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=385,JP
2016-10-30,2016,,43,Pertussis,58,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=384,JP
2016-11-06,2016,,44,Pertussis,54,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=383,JP
2016-11-13,2016,,45,Pertussis,62,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=382,JP
2016-11-20,2016,,46,Pertussis,34,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=381,JP
2016-11-27,2016,,47,Pertussis,39,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=380,JP
2016-12-04,2016,,48,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=379,JP
2016-12-11,2016,,49,Pertussis,56,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=378,JP
2016-12-18,2016,,50,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=377,JP
2016-12-25,2016,,51,Pertussis,36,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=376,JP
2016-01-01,2016,,52,Pertussis,25,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=375,JP
2017-01-08,2017,,1,Pertussis,18,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=374,JP
2017-01-15,2017,,2,Pertussis,21,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=373,JP
2017-01-22,2017,,3,Pertussis,31,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=372,JP
2017-01-29,2017,,4,Pertussis,25,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=371,JP
2017-02-05,2017,,5,Pertussis,29,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=370,JP
2017-02-12,2017,,6,Pertussis,17,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=369,JP
2017-02-19,2017,,7,Pertussis,16,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=368,JP
2017-02-26,2017,,8,Pertussis,23,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=367,JP
2017-03-05,2017,,9,Pertussis,16,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=366,JP
2017-03-12,2017,,10,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=365,JP
2017-03-19,2017,,11,Pertussis,27,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=364,JP
2017-03-26,2017,,12,Pertussis,13,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=363,JP
2017-04-02,2017,,13,Pertussis,21,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=362,JP
2017-04-09,2017,,14,Pertussis,22,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=361,JP
2017-04-16,2017,,15,Pertussis,27,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=360,JP
2017-04-23,2017,,16,Pertussis,39,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=359,JP
2017-04-30,2017,,17,Pertussis,25,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=358,JP
2017-05-07,2017,,18,Pertussis,14,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=357,JP
2017-05-14,2017,,19,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=356,JP
2017-05-21,2017,,20,Pertussis,41,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=355,JP
2017-05-28,2017,,21,Pertussis,28,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=354,JP
2017-06-04,2017,,22,Pertussis,27,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=353,JP
2017-06-11,2017,,23,Pertussis,36,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=352,JP
2017-06-18,2017,,24,Pertussis,51,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=351,JP
2017-06-25,2017,,25,Pertussis,44,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=350,JP
2017-07-02,2017,,26,Pertussis,47,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=349,JP
2017-07-09,2017,,27,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=348,JP
2017-07-16,2017,,28,Pertussis,47,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=347,JP
2017-07-23,2017,,29,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=346,JP
2017-07-30,2017,,30,Pertussis,46,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=345,JP
2017-08-06,2017,,31,Pertussis,45,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=344,JP
2017-08-13,2017,,32,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=343,JP
2017-08-20,2017,,33,Pertussis,33,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=342,JP
2017-08-27,2017,,34,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=341,JP
2017-09-03,2017,,35,Pertussis,25,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=340,JP
2017-09-10,2017,,36,Pertussis,32,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=339,JP
2017-09-17,2017,,37,Pertussis,30,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=338,JP
2017-09-24,2017,,38,Pertussis,22,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=337,JP
2017-10-01,2017,,39,Pertussis,33,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=336,JP
2017-10-08,2017,,40,Pertussis,32,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=335,JP
2017-10-15,2017,,41,Pertussis,25,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=334,JP
2017-10-22,2017,,42,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=333,JP
2017-10-29,2017,,43,Pertussis,49,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=332,JP
2017-11-05,2017,,44,Pertussis,50,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=331,JP
2017-11-12,2017,,45,Pertussis,42,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=330,JP
2017-11-19,2017,,46,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=329,JP
2017-11-26,2017,,47,Pertussis,33,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=328,JP
2017-12-03,2017,,48,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=327,JP
2017-12-10,2017,,49,Pertussis,35,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=326,JP
2017-12-17,2017,,50,Pertussis,32,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=325,JP
2017-12-24,2017,,51,Pertussis,30,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=324,JP
2017-12-31,2017,,52,Pertussis,29,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=323,JP
2018-01-07,2018,,1,Pertussis,8,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=322,JP
2018-01-14,2018,,2,Pertussis,27,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=321,JP
2018-01-21,2018,,3,Pertussis,38,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=320,JP
2018-01-28,2018,,4,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=319,JP
2018-02-04,2018,,5,Pertussis,36,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=318,JP
2018-02-11,2018,,6,Pertussis,48,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=317,JP
2018-02-18,2018,,7,Pertussis,27,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=316,JP
2018-02-25,2018,,8,Pertussis,51,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=315,JP
2018-03-04,2018,,9,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=314,JP
2018-03-11,2018,,10,Pertussis,49,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=313,JP
2018-03-18,2018,,11,Pertussis,54,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=312,JP
2018-03-25,2018,,12,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=311,JP
2018-04-01,2018,,13,Pertussis,46,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=310,JP
2018-04-08,2018,,14,Pertussis,62,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=309,JP
2018-04-15,2018,,15,Pertussis,40,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=308,JP
2018-04-22,2018,,16,Pertussis,72,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=307,JP
2018-04-29,2018,,17,Pertussis,78,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=306,JP
2018-05-06,2018,,18,Pertussis,52,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=305,JP
2018-05-13,2018,,19,Pertussis,93,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=304,JP
2018-05-20,2018,,20,Pertussis,134,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=303,JP
2018-05-27,2018,,21,Pertussis,131,https://www.niid.go.jp/niid/en/survaillance-data-table-english.html?start=302,JP
